10:42:57.191 [main] INFO  com.southintel.zaokin.App - Starting App on LAPTOP-CFDIA80N with PID 2184 (D:\work\zjh_workspace\gateway\southintel-zaokin-app\target\classes started by lyf in D:\work\zjh_workspace\gateway)
17:11:24.463 [http-nio-7007-exec-8] INFO  c.s.zaokin.base.util.HttpUtils - 开始转发请求,url:http://127.0.0.1:12801/user/put_person_data,data:{	"type": "",	"avatar_url": "www.33333333333.png",	"company": "中国大使馆--------------- ",	"department": "第2部",	"position": "boss",	"card_url": "969.png",	"brief_introduction": "公司x'x'x小行星  --------",	"tel":15870882689,	"person_name":"wu'wang武王"}
17:14:27.135 [http-nio-7007-exec-10] INFO  c.s.z.b.advice.PostDataDumperFilter - 地址/user/get_person_data/,json={    "tel":15870882689}
17:14:27.137 [http-nio-7007-exec-10] INFO  c.s.zaokin.base.util.HttpUtils - 开始转发请求,url:http://127.0.0.1:12801/user/get_person_data/,data:{    "tel":15870882689}
17:14:27.158 [http-nio-7007-exec-10] INFO  c.s.zaokin.base.util.HttpUtils - 收到返回数据context:{"retcode":1,"errmsg":"success","data":{"person_name":null,"type":0,"avatar_url":"www.xxx.jpg","company":"南科 ","department":"开发部","position":"项目经理","tel":"16679098561","status":0,"user_name":"ZAOKIN1206737c-b240-4693-84ef-a90d37201b04","brief_introduction":"公司叫南科大数据，里面有40个人，有7个小姐姐，其余都是小哥哥。。。"}}
17:14:47.834 [http-nio-7007-exec-1] INFO  c.s.z.b.advice.PostDataDumperFilter - 地址/user/put_person_data,json={	"type": "",	"avatar_url": "www.33333333333.png",	"company": "中国大使馆--------------- ",	"department": "第2部",	"position": "boss",	"card_url": "969.png",	"brief_introduction": "公司x'x'x小行星  --------",	"tel":15870882689,	"person_name":"wu'wang武王"}
17:14:47.836 [http-nio-7007-exec-1] INFO  c.s.zaokin.base.util.HttpUtils - 开始转发请求,url:http://127.0.0.1:12801/user/put_person_data,data:{	"type": "",	"avatar_url": "www.33333333333.png",	"company": "中国大使馆--------------- ",	"department": "第2部",	"position": "boss",	"card_url": "969.png",	"brief_introduction": "公司x'x'x小行星  --------",	"tel":15870882689,	"person_name":"wu'wang武王"}
17:14:51.882 [http-nio-7007-exec-1] INFO  c.s.zaokin.base.util.HttpUtils - 收到返回数据context:{"retcode":26,"errmsg":"该用户不存在","data":{"details":"com.southintel.zaokin.base.exception.BusinessException: 该用户不存在","path":"/user/put_person_data","date":"2019-05-16T09:14:51.880+0000"}}
17:15:15.881 [http-nio-7007-exec-2] INFO  c.s.z.b.advice.PostDataDumperFilter - 地址/user/put_person_data,json={	"type": "",	"avatar_url": "www.33333333333.png",	"company": "中国大使馆--------------- ",	"department": "第2部",	"position": "boss",	"card_url": "969.png",	"brief_introduction": "公司x'x'x小行星  --------",	"tel":15870882689,	"person_name":"wu'wang武王"}
17:15:15.883 [http-nio-7007-exec-2] INFO  c.s.zaokin.base.util.HttpUtils - 开始转发请求,url:http://127.0.0.1:12801/user/put_person_data,data:{	"type": "",	"avatar_url": "www.33333333333.png",	"company": "中国大使馆--------------- ",	"department": "第2部",	"position": "boss",	"card_url": "969.png",	"brief_introduction": "公司x'x'x小行星  --------",	"tel":15870882689,	"person_name":"wu'wang武王"}
17:17:27.663 [http-nio-7007-exec-4] INFO  c.s.z.b.advice.PostDataDumperFilter - 地址/user/put_person_data,json={	"type": "",	"avatar_url": "www.33333333333.png",	"company": "中国大使馆--------------- ",	"department": "第2部",	"position": "boss",	"card_url": "969.png",	"brief_introduction": "公司x'x'x小行星  --------",	"tel":15870882689,	"person_name":"wu'wang武王"}
17:17:27.665 [http-nio-7007-exec-4] INFO  c.s.zaokin.base.util.HttpUtils - 开始转发请求,url:http://127.0.0.1:12801/user/put_person_data,data:{	"type": "",	"avatar_url": "www.33333333333.png",	"company": "中国大使馆--------------- ",	"department": "第2部",	"position": "boss",	"card_url": "969.png",	"brief_introduction": "公司x'x'x小行星  --------",	"tel":15870882689,	"person_name":"wu'wang武王"}
17:28:54.931 [http-nio-7007-exec-5] INFO  c.s.z.b.advice.PostDataDumperFilter - 地址/user/register,json={	"type": "",	"tel": "16679098561",	"name": "li李san",	"company": "南科 ",	"department": "开发部",	"position": "项目经理",	"avatar_url": "www.xxx.jpg",	"card_url": "xxxxxx.png",	"brief_introduction": "公司叫南科大数据，里面有40个人，有7个小姐姐，其余都是小哥哥。。。",	"sms_code":137331}
17:28:54.931 [http-nio-7007-exec-5] INFO  c.s.zaokin.base.util.HttpUtils - 开始转发请求,url:http://127.0.0.1:12801/user/register,data:{	"type": "",	"tel": "16679098561",	"name": "li李san",	"company": "南科 ",	"department": "开发部",	"position": "项目经理",	"avatar_url": "www.xxx.jpg",	"card_url": "xxxxxx.png",	"brief_introduction": "公司叫南科大数据，里面有40个人，有7个小姐姐，其余都是小哥哥。。。",	"sms_code":137331}
17:28:56.085 [http-nio-7007-exec-5] INFO  c.s.zaokin.base.util.HttpUtils - 收到返回数据context:{"retcode":101,"errmsg":"该手机号已注册","data":{"details":"com.southintel.zaokin.base.exception.BusinessException: 该手机号已注册","path":"/user/register","date":"2019-05-16T09:28:56.040+0000"}}
17:29:19.896 [http-nio-7007-exec-7] INFO  c.s.z.b.advice.PostDataDumperFilter - 地址/user/register,json={	"type": "",	"tel": "16679098561",	"name": "li李san",	"company": "南科 ",	"department": "开发部",	"position": "项目经理",	"avatar_url": "www.xxx.jpg",	"card_url": "xxxxxx.png",	"brief_introduction": "公司叫南科大数据，里面有40个人，有7个小姐姐，其余都是小哥哥。。。",	"sms_code":137331}
17:29:19.896 [http-nio-7007-exec-7] INFO  c.s.zaokin.base.util.HttpUtils - 开始转发请求,url:http://127.0.0.1:12801/user/register,data:{	"type": "",	"tel": "16679098561",	"name": "li李san",	"company": "南科 ",	"department": "开发部",	"position": "项目经理",	"avatar_url": "www.xxx.jpg",	"card_url": "xxxxxx.png",	"brief_introduction": "公司叫南科大数据，里面有40个人，有7个小姐姐，其余都是小哥哥。。。",	"sms_code":137331}
17:29:20.706 [http-nio-7007-exec-7] INFO  c.s.zaokin.base.util.HttpUtils - 收到返回数据context:{"retcode":1,"errmsg":"success","data":{"token":"1557998960689"}}
17:30:01.885 [http-nio-7007-exec-8] INFO  c.s.z.b.advice.PostDataDumperFilter - 地址/user/get_person_data/,json={    "tel":15870882689}
17:30:01.887 [http-nio-7007-exec-8] INFO  c.s.zaokin.base.util.HttpUtils - 开始转发请求,url:http://127.0.0.1:12801/user/get_person_data/,data:{    "tel":15870882689}
17:30:01.903 [http-nio-7007-exec-8] INFO  c.s.zaokin.base.util.HttpUtils - 收到返回数据context:{"retcode":1,"errmsg":"success","data":{"person_name":null,"type":0,"avatar_url":"www.xxx.jpg","company":"南科 ","department":"开发部","position":"项目经理","tel":"16679098561","status":0,"user_name":"ZAOKIN77f52488-9a0a-4a40-bb9b-65ec3f9dc2b3","brief_introduction":"公司叫南科大数据，里面有40个人，有7个小姐姐，其余都是小哥哥。。。"}}
17:53:28.245 [http-nio-7007-exec-10] INFO  c.s.z.b.advice.PostDataDumperFilter - 地址/user/register,json={	"type": "",	"tel": "16679098561",	"name": "li李san",	"company": "南科 ",	"department": "开发部",	"position": "项目经理",	"avatar_url": "www.xxx.jpg",	"card_url": "xxxxxx.png",	"brief_introduction": "公司叫南科大数据，里面有40个人，有7个小姐姐，其余都是小哥哥。。。",	"sms_code":137331}
17:53:28.246 [http-nio-7007-exec-10] INFO  c.s.zaokin.base.util.HttpUtils - 开始转发请求,url:http://127.0.0.1:12801/user/register,data:{	"type": "",	"tel": "16679098561",	"name": "li李san",	"company": "南科 ",	"department": "开发部",	"position": "项目经理",	"avatar_url": "www.xxx.jpg",	"card_url": "xxxxxx.png",	"brief_introduction": "公司叫南科大数据，里面有40个人，有7个小姐姐，其余都是小哥哥。。。",	"sms_code":137331}
17:53:38.237 [http-nio-7007-exec-10] INFO  c.s.zaokin.base.util.HttpUtils - 收到返回数据context:{"retcode":24,"errmsg":"验证码已失效","data":{"details":"com.southintel.zaokin.base.exception.BusinessException: 验证码已失效","path":"/user/register","date":"2019-05-16T09:53:38.196+0000"}}
17:53:45.487 [http-nio-7007-exec-1] INFO  c.s.z.b.advice.PostDataDumperFilter - 地址/user/SMSCode/,json={"tel":"16679098561","type":0 }
17:53:45.488 [http-nio-7007-exec-1] INFO  c.s.zaokin.base.util.HttpUtils - 开始转发请求,url:http://127.0.0.1:12801/user/SMSCode/,data:{"tel":"16679098561","type":0 }
17:53:45.830 [http-nio-7007-exec-1] INFO  c.s.zaokin.base.util.HttpUtils - 收到返回数据context:{"retcode":1,"errmsg":"success","data":null}
17:54:08.215 [http-nio-7007-exec-2] INFO  c.s.z.b.advice.PostDataDumperFilter - 地址/user/register,json={	"type": "",	"tel": "16679098561",	"name": "li李san",	"company": "南科 ",	"department": "开发部",	"position": "项目经理",	"avatar_url": "www.xxx.jpg",	"card_url": "xxxxxx.png",	"brief_introduction": "公司叫南科大数据，里面有40个人，有7个小姐姐，其余都是小哥哥。。。",	"sms_code":025453}
17:54:08.216 [http-nio-7007-exec-2] INFO  c.s.zaokin.base.util.HttpUtils - 开始转发请求,url:http://127.0.0.1:12801/user/register,data:{	"type": "",	"tel": "16679098561",	"name": "li李san",	"company": "南科 ",	"department": "开发部",	"position": "项目经理",	"avatar_url": "www.xxx.jpg",	"card_url": "xxxxxx.png",	"brief_introduction": "公司叫南科大数据，里面有40个人，有7个小姐姐，其余都是小哥哥。。。",	"sms_code":025453}
17:54:22.894 [http-nio-7007-exec-3] INFO  c.s.z.b.advice.PostDataDumperFilter - 地址/user/register,json={	"type": "",	"tel": "16679098561",	"name": "li李san",	"company": "南科 ",	"department": "开发部",	"position": "项目经理",	"avatar_url": "www.xxx.jpg",	"card_url": "xxxxxx.png",	"brief_introduction": "公司叫南科大数据，里面有40个人，有7个小姐姐，其余都是小哥哥。。。",	"sms_code":025453}
17:54:22.894 [http-nio-7007-exec-3] INFO  c.s.zaokin.base.util.HttpUtils - 开始转发请求,url:http://127.0.0.1:12801/user/register,data:{	"type": "",	"tel": "16679098561",	"name": "li李san",	"company": "南科 ",	"department": "开发部",	"position": "项目经理",	"avatar_url": "www.xxx.jpg",	"card_url": "xxxxxx.png",	"brief_introduction": "公司叫南科大数据，里面有40个人，有7个小姐姐，其余都是小哥哥。。。",	"sms_code":025453}
17:54:33.977 [http-nio-7007-exec-4] INFO  c.s.z.b.advice.PostDataDumperFilter - 地址/user/register,json={	"type": "",	"tel": "16679098561",	"name": "li李san",	"company": "南科 ",	"department": "开发部",	"position": "项目经理",	"avatar_url": "www.xxx.jpg",	"card_url": "xxxxxx.png",	"brief_introduction": "公司叫南科大数据，里面有40个人，有7个小姐姐，其余都是小哥哥。。。",	"sms_code":025453}
17:54:33.977 [http-nio-7007-exec-4] INFO  c.s.zaokin.base.util.HttpUtils - 开始转发请求,url:http://127.0.0.1:12801/user/register,data:{	"type": "",	"tel": "16679098561",	"name": "li李san",	"company": "南科 ",	"department": "开发部",	"position": "项目经理",	"avatar_url": "www.xxx.jpg",	"card_url": "xxxxxx.png",	"brief_introduction": "公司叫南科大数据，里面有40个人，有7个小姐姐，其余都是小哥哥。。。",	"sms_code":025453}
17:55:54.229 [http-nio-7007-exec-5] INFO  c.s.z.b.advice.PostDataDumperFilter - 地址/user/register,json={	"type": "",	"tel": "16679098561",	"name": "li李san",	"company": "南科 ",	"department": "开发部",	"position": "项目经理",	"avatar_url": "www.xxx.jpg",	"card_url": "xxxxxx.png",	"brief_introduction": "公司叫南科大数据，里面有40个人，有7个小姐姐，其余都是小哥哥。。。",	"sms_code":025453}
17:55:54.230 [http-nio-7007-exec-5] INFO  c.s.zaokin.base.util.HttpUtils - 开始转发请求,url:http://127.0.0.1:12801/user/register,data:{	"type": "",	"tel": "16679098561",	"name": "li李san",	"company": "南科 ",	"department": "开发部",	"position": "项目经理",	"avatar_url": "www.xxx.jpg",	"card_url": "xxxxxx.png",	"brief_introduction": "公司叫南科大数据，里面有40个人，有7个小姐姐，其余都是小哥哥。。。",	"sms_code":025453}
17:56:42.802 [http-nio-7007-exec-7] INFO  c.s.z.b.advice.PostDataDumperFilter - 地址/user/register,json={	"type": "",	"tel": "16679098561",	"name": "li李san",	"company": "南科 ",	"department": "开发部",	"position": "项目经理",	"avatar_url": "www.xxx.jpg",	"card_url": "xxxxxx.png",	"brief_introduction": "公司叫南科大数据，里面有40个人，有7个小姐姐，其余都是小哥哥。。。",	"sms_code":025453}
17:56:42.803 [http-nio-7007-exec-7] INFO  c.s.zaokin.base.util.HttpUtils - 开始转发请求,url:http://127.0.0.1:12801/user/register,data:{	"type": "",	"tel": "16679098561",	"name": "li李san",	"company": "南科 ",	"department": "开发部",	"position": "项目经理",	"avatar_url": "www.xxx.jpg",	"card_url": "xxxxxx.png",	"brief_introduction": "公司叫南科大数据，里面有40个人，有7个小姐姐，其余都是小哥哥。。。",	"sms_code":025453}
17:56:59.354 [http-nio-7007-exec-8] INFO  c.s.z.b.advice.PostDataDumperFilter - 地址/user/register,json={	"type": "",	"tel": "16679098561",	"name": "li李san",	"company": "南科 ",	"department": "开发部",	"position": "项目经理",	"avatar_url": "www.xxx.jpg",	"card_url": "xxxxxx.png",	"brief_introduction": "公司叫南科大数据，里面有40个人，有7个小姐姐，其余都是小哥哥。。。",	"sms_code":025453}
17:56:59.355 [http-nio-7007-exec-8] INFO  c.s.zaokin.base.util.HttpUtils - 开始转发请求,url:http://127.0.0.1:12801/user/register,data:{	"type": "",	"tel": "16679098561",	"name": "li李san",	"company": "南科 ",	"department": "开发部",	"position": "项目经理",	"avatar_url": "www.xxx.jpg",	"card_url": "xxxxxx.png",	"brief_introduction": "公司叫南科大数据，里面有40个人，有7个小姐姐，其余都是小哥哥。。。",	"sms_code":025453}
17:57:10.569 [Thread-14] INFO  o.s.s.c.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
17:57:16.930 [main] INFO  com.southintel.zaokin.App - Starting App on LAPTOP-CFDIA80N with PID 4436 (D:\work\zjh_workspace\gateway\southintel-zaokin-app\target\classes started by lyf in D:\work\zjh_workspace\gateway)
17:57:16.934 [main] INFO  com.southintel.zaokin.App - The following profiles are active: test
17:57:17.651 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
17:57:17.652 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data repositories in DEFAULT mode.
17:57:17.679 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 19ms. Found 0 repository interfaces.
17:57:17.691 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
17:57:17.693 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data repositories in DEFAULT mode.
17:57:17.707 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 5ms. Found 0 repository interfaces.
17:57:17.712 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
17:57:17.712 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data repositories in DEFAULT mode.
17:57:17.724 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 5ms. Found 0 repository interfaces.
17:57:18.067 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$1445ff76] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
17:57:18.472 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 7007 (http)
17:57:18.485 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-7007"]
17:57:18.565 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
17:57:18.565 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.16]
17:57:18.571 [main] INFO  o.a.c.core.AprLifecycleListener - The APR based Apache Tomcat Native library which allows optimal performance in production environments was not found on the java.library.path: [D:\Java\jdk1.8.0_201\bin;C:\Windows\Sun\Java\bin;C:\Windows\system32;C:\Windows;C:\Program Files (x86)\Common Files\Oracle\Java\javapath;C:\Program Files (x86)\Intel\iCLS Client\;C:\Program Files\Intel\iCLS Client\;C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\DAL;C:\Program Files\Intel\Intel(R) Management Engine Components\DAL;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\IPT;C:\Program Files\Intel\Intel(R) Management Engine Components\IPT;C:\Windows\System32\OpenSSH\;C:\Program Files\Intel\WiFi\bin\;C:\Program Files\Common Files\Intel\WirelessCommon\;D:\Java\jdk1.8.0_201\bin;D:\Java\jdk1.8.0_201\jre\bin;D:\work\apache-maven-3.6.0\bin;D:\ruanjian\Git\cmd;C:\Program Files\MongoDB\Server\3.4\bin;D:\Python36;D:\Python27;D:\Python36\Scripts;D:\Python27\Scripts;D:\Python37\Scripts\;D:\Python37\;C:\Users\lyf\AppData\Local\Microsoft\WindowsApps;;D:\ruanjian\PyCharm 2019.1.2\bin;;.]
17:57:18.705 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
17:57:18.705 [main] INFO  o.s.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 1656 ms
17:57:19.456 [main] INFO  o.s.s.c.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
17:57:20.231 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-7007"]
17:57:20.254 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 7007 (http) with context path ''
17:57:20.256 [main] INFO  com.southintel.zaokin.App - Started App in 4.068 seconds (JVM running for 4.881)
17:57:52.314 [http-nio-7007-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
17:57:52.315 [http-nio-7007-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
17:57:52.325 [http-nio-7007-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 10 ms
17:57:52.360 [http-nio-7007-exec-1] INFO  c.s.z.b.advice.PostDataDumperFilter - 地址/user/register,json={	"type": "",	"tel": "16679098561",	"name": "li李san",	"company": "南科 ",	"department": "开发部",	"position": "项目经理",	"avatar_url": "www.xxx.jpg",	"card_url": "xxxxxx.png",	"brief_introduction": "公司叫南科大数据，里面有40个人，有7个小姐姐，其余都是小哥哥。。。",	"sms_code":025453}
17:57:55.520 [http-nio-7007-exec-1] INFO  c.s.zaokin.base.util.HttpUtils - 开始转发请求,url:http://127.0.0.1:12801/user/register,data:{	"type": "",	"tel": "16679098561",	"name": "li李san",	"company": "南科 ",	"department": "开发部",	"position": "项目经理",	"avatar_url": "www.xxx.jpg",	"card_url": "xxxxxx.png",	"brief_introduction": "公司叫南科大数据，里面有40个人，有7个小姐姐，其余都是小哥哥。。。",	"sms_code":025453}
17:58:14.572 [Thread-11] INFO  o.s.s.c.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
17:58:22.593 [main] INFO  com.southintel.zaokin.App - Starting App on LAPTOP-CFDIA80N with PID 16148 (D:\work\zjh_workspace\gateway\southintel-zaokin-app\target\classes started by lyf in D:\work\zjh_workspace\gateway)
17:58:22.597 [main] INFO  com.southintel.zaokin.App - The following profiles are active: test
17:58:23.244 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
17:58:23.245 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data repositories in DEFAULT mode.
17:58:23.268 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 17ms. Found 0 repository interfaces.
17:58:23.281 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
17:58:23.282 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data repositories in DEFAULT mode.
17:58:23.295 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 6ms. Found 0 repository interfaces.
17:58:23.299 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
17:58:23.300 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data repositories in DEFAULT mode.
17:58:23.310 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 5ms. Found 0 repository interfaces.
17:58:23.653 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$349e3997] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
17:58:24.060 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 7007 (http)
17:58:24.074 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-7007"]
17:58:24.082 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
17:58:24.083 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.16]
17:58:24.156 [main] INFO  o.a.c.core.AprLifecycleListener - The APR based Apache Tomcat Native library which allows optimal performance in production environments was not found on the java.library.path: [D:\Java\jdk1.8.0_201\bin;C:\Windows\Sun\Java\bin;C:\Windows\system32;C:\Windows;C:\Program Files (x86)\Common Files\Oracle\Java\javapath;C:\Program Files (x86)\Intel\iCLS Client\;C:\Program Files\Intel\iCLS Client\;C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\DAL;C:\Program Files\Intel\Intel(R) Management Engine Components\DAL;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\IPT;C:\Program Files\Intel\Intel(R) Management Engine Components\IPT;C:\Windows\System32\OpenSSH\;C:\Program Files\Intel\WiFi\bin\;C:\Program Files\Common Files\Intel\WirelessCommon\;D:\Java\jdk1.8.0_201\bin;D:\Java\jdk1.8.0_201\jre\bin;D:\work\apache-maven-3.6.0\bin;D:\ruanjian\Git\cmd;C:\Program Files\MongoDB\Server\3.4\bin;D:\Python36;D:\Python27;D:\Python36\Scripts;D:\Python27\Scripts;D:\Python37\Scripts\;D:\Python37\;C:\Users\lyf\AppData\Local\Microsoft\WindowsApps;;D:\ruanjian\PyCharm 2019.1.2\bin;;.]
17:58:24.294 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
17:58:24.294 [main] INFO  o.s.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 1601 ms
17:58:25.065 [main] INFO  o.s.s.c.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
17:58:25.987 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-7007"]
17:58:26.010 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 7007 (http) with context path ''
17:58:26.014 [main] INFO  com.southintel.zaokin.App - Started App in 4.198 seconds (JVM running for 5.065)
17:58:56.740 [http-nio-7007-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
17:58:56.741 [http-nio-7007-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
17:58:56.748 [http-nio-7007-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 7 ms
17:58:56.776 [http-nio-7007-exec-1] INFO  c.s.z.b.advice.PostDataDumperFilter - 地址/user/register,json={	"type": "",	"tel": "16679098561",	"name": "li李san",	"company": "南科 ",	"department": "开发部",	"position": "项目经理",	"avatar_url": "www.xxx.jpg",	"card_url": "xxxxxx.png",	"brief_introduction": "公司叫南科大数据，里面有40个人，有7个小姐姐，其余都是小哥哥。。。",	"sms_code":025453}
17:59:00.983 [http-nio-7007-exec-1] INFO  c.s.zaokin.base.util.HttpUtils - 开始转发请求,url:http://127.0.0.1:12801/user/register,data:{	"type": "",	"tel": "16679098561",	"name": "li李san",	"company": "南科 ",	"department": "开发部",	"position": "项目经理",	"avatar_url": "www.xxx.jpg",	"card_url": "xxxxxx.png",	"brief_introduction": "公司叫南科大数据，里面有40个人，有7个小姐姐，其余都是小哥哥。。。",	"sms_code":025453}
17:59:30.185 [http-nio-7007-exec-3] INFO  c.s.z.b.advice.PostDataDumperFilter - 地址/uu,json=
18:00:01.192 [http-nio-7007-exec-4] INFO  c.s.z.b.advice.PostDataDumperFilter - 地址/user/register,json={	"type": "",	"tel": "16679098561",	"name": "li李san",	"company": "南科 ",	"department": "开发部",	"position": "项目经理",	"avatar_url": "www.xxx.jpg",	"card_url": "xxxxxx.png",	"brief_introduction": "公司叫南科大数据，里面有40个人，有7个小姐姐，其余都是小哥哥。。。",	"sms_code":025453}
18:00:01.193 [http-nio-7007-exec-4] INFO  c.s.zaokin.base.util.HttpUtils - 开始转发请求,url:http://127.0.0.1:12801/user/register,data:{	"type": "",	"tel": "16679098561",	"name": "li李san",	"company": "南科 ",	"department": "开发部",	"position": "项目经理",	"avatar_url": "www.xxx.jpg",	"card_url": "xxxxxx.png",	"brief_introduction": "公司叫南科大数据，里面有40个人，有7个小姐姐，其余都是小哥哥。。。",	"sms_code":025453}
18:00:41.055 [http-nio-7007-exec-6] INFO  c.s.z.b.advice.PostDataDumperFilter - 地址/user/register,json={	"type": "",	"tel": "16679098561",	"name": "li李san",	"company": "南科 ",	"department": "开发部",	"position": "项目经理",	"avatar_url": "www.xxx.jpg",	"card_url": "xxxxxx.png",	"brief_introduction": "公司叫南科大数据，里面有40个人，有7个小姐姐，其余都是小哥哥。。。",	"sms_code":025453}
18:00:41.057 [http-nio-7007-exec-6] INFO  c.s.zaokin.base.util.HttpUtils - 开始转发请求,url:http://127.0.0.1:12801/user/register,data:{	"type": "",	"tel": "16679098561",	"name": "li李san",	"company": "南科 ",	"department": "开发部",	"position": "项目经理",	"avatar_url": "www.xxx.jpg",	"card_url": "xxxxxx.png",	"brief_introduction": "公司叫南科大数据，里面有40个人，有7个小姐姐，其余都是小哥哥。。。",	"sms_code":025453}
18:01:34.024 [http-nio-7007-exec-8] INFO  c.s.z.b.advice.PostDataDumperFilter - 地址/user/register,json={	"type": "",	"tel": "16679098561",	"name": "li李san",	"company": "南科 ",	"department": "开发部",	"position": "项目经理",	"avatar_url": "www.xxx.jpg",	"card_url": "xxxxxx.png",	"brief_introduction": "公司叫南科大数据，里面有40个人，有7个小姐姐，其余都是小哥哥。。。",	"sms_code":025453}
